A simple plan,Fiction_Crime and Mystery_Crime/Caper,Discovering a crashed airplane_ its dead pilot_ and four million dollars in unsought cash_ Hank Mitchell believes all he will have to do is wait_ until his manipulative pregnant wife compels him to commit blackmail_ deceit_ and murder.
The Purloined Letter,"Fiction_Crime and Mystery_Detective Story and Detectives_Edgar Allan  Poe_Charles  Dickens_Daniel  Defoe_G. K. Chesterton_Arthur  Quiller-Couch_Michael  Arlen_Edward  Bulwer-Lytton_Richard Harris  Barham_Frederick  Marryat_J. Storer  Clouston_P.C.  Wren_A. J. Alan_Aldous  Huxley_Agatha  Christie_Roald  Dahl_Arthur Conan  Doyle_Dorothy L. Sayers_John  Steinbeck_Dick  Francis_Wilkie  Collins_Dashiell  Hammett_Avram  Davidson_W. Somerset  Maugham_John D.  MacDonald_Helen  Nielsen_Margery  Allingham_Patricia  McGerr_Celia  Fremlin_Patrick  Quentin_Michael  Gilbert_P.D.  James_Stanley  Ellin_Julian  Symons_Christianna  Brand_Cornell  Woolrich_W. W. Jacobs_Edgar  Wallace_Charlotte  Armstrong_Henry  Holt_George  Goodchild_Anthony  Berkeley_James  Hilton_Robert  Arthur_Roy  Vickers_Jay  Wilson_Anthony  Gilbert_Brian  Cleeve_Eric  Parr_Elizabeth  Ferrars_Hugh  Pentecost_Mary  Kelly_Miles  Tripp_John  Garforth_Jane Aiken  Hodge_James  McClure_Ted  Willis_William  Faulkner_Ross  MacDonald_Flannery  O'Connor_Jorge Luis  Borges_Ed  McBain_Ellery  Queen_Susan  Glaspell_Jacques  Futrelle_Isaac  Asimov_Graham  Greene_Mark  Twain_Lawrence  Block_Robert  Bloch_Lilian Jackson  Braun_Loren D.  Estleman_Georges  Simenon_Sara  Paretsky_John  Lutz_Antonia  Fraser_Jeremiah  Healy_Mignon G.  Eberhart_John  Jakes_Miriam Allen  deFord_Harry  Kemelman_William J.  Carroll, Jr._Michael  Innes_Charles  Ardai_Abraham  Lincoln_John H.  Dirckx_Bill  Pronzini_Julie  Smith_Marcia  Muller_Barbara  D'Amato_Rex  Stout_Edward D.  Hoch_Fredric  Brown_P.G.  Wodehouse_Reginald  Hill_R. Austin  Freeman_Hulbert  Footner_Frances  Lockridge_Richard  Lockridge_Kelley  Roos_Stuart  Palmer_Craig  Rice_Lawrence G.  Blochman_Jack  Webb_Ellen  Dearmore_Anton  Chekhov_E.W.  Hornung_Dick  Donovan_Bret  Harte_Robert  Barr_Ernest  Bramah_Baroness  Orczy_Catherine L.  Pirkis_Hesketh  Prichard_Clarence  Rook_Grant  Allen_Guy  Clifford_Guy  Boothby_Herbert  Jenkins_Ruth  Rendell_Elmore  Leonard_Stephen  King_Ernest  Hemingway_Edith  Wharton_James Gould  Cozzens_Harlan  Ellison_Jack  London_Lord  Dunsany_Thomas  Hardy_Patricia  Highsmith_James  Ellroy_A. A. Milne_O.  Henry_John  Collier_Evan  Hunter_Mickey  Spillane_Clark  Howard_Jack  Ritchie_Thomas  Burke_Frederick Irving  Anderson_Melville Davisson  Post_Ring  Lardner_Ben Ray  Redman_James  Thurber_Stephen  Greenleaf_Vincent  Starrett_Logan  Clendening_Barry  Perowne_C.P.  Donnel, Jr._Ogden  Nash_John E.  Gardner_Charles  McCarry_Raymond  Chandler_John  Mortimer_H. R. F. Keating_Damon  Runyon_Arnold  Bennett_Barry N.  Malzberg_August  Derleth_William F.  Nolan_Henry  Slesar_Gordon R.  Dickson_Matthew  Costello_Joan  Hess_Joyce  Harrington_Morris  Hershman_Simon  Brett_Kate  Kingsbury_Ralph  McInerny_Arthur B.  Reeve_  Agent No. 5_  Agent No. 6_Richard Christian  Matheson_Rudyard  Kipling_Joseph Sheridan  Le Fanu_David Stuart  Davies_William  Le Queux_Joseph Smith (J.S.)  Fletcher_Mary Elizabeth  Braddon_M.P.  Shiel_Headon  Hill_Israel  Zangwill_Fergus  Hume_Victor L. Whitechurch_Earl Derr  Biggers_Stacy  Aumonier_Henry  Wood_Harry  Blyth",The brilliant Dupin uses psychological reasoning to deduce the hiding place of a stolen letter.
The Tell-Tale Heart,"Fiction_Horror_The occult and Supernatural_Edgar Allan  Poe_Ambrose  Bierce_Ray  Bradbury_Arthur Conan  Doyle_James  Joyce_John  Steinbeck_Mark  Twain_Luigi  Pirandello_Jack  London_Lord  Dunsany_Guy de  Maupassant_  Saki_Max  Brand_Wilbur Daniel  Steele_James  Thurber_Frank R.  Stockton_Kaatje  Hurlbut_Walter Van Tilburg  Clark_C. D. B. Bryan_Carl  Stephenson_Roald  Dahl_Leo  Tolstoy_T.H.  White_Bernard  Taylor_Elizabeth  Walter_Dorothy K.  Haynes_Charles  Birkin_Lennox  Robinson_Manuel  Komroff_Mary  Danby_Pamela  Vincent_Gwyn  Jones_Ursula K.  Le Guin_F. Scott  Fitzgerald_Nathaniel  Hawthorne_Ernest  Hemingway_Henry  James_Harriet Beecher  Stowe_Amy  Tan_Edith  Wharton_Saul  Bellow_Isaac Bashevis  Singer_Willa  Cather_Katherine Anne  Porter_Bernard  Malamud_Eudora  Welty_John  Cheever_John  Updike_Louise  Erdrich_Stephen  Crane_Sandra  Cisneros_Joyce Carol  Oates_Herman  Melville_Flannery  O'Connor_Washington  Irving_Tobias  Wolff_Kate  Chopin_Pickney  Benedict_Charlotte Perkins  Gilman_Raymond  Carver_Bobbie Ann  Mason_Tim  O'Brien_David  Leavitt_Langston  Hughes_William Carlos  Williams_James  Baldwin_Bharati  Mukherjee_John Edgar  Wideman_Alexandre  Dumas (pere)_Joe R.  Lansdale_August  Derleth_William F.  Nolan_Dan  Gordon_Chet  Williamson_O.  Henry_Will  Murray_W. F. Harvey_Lester  Dent_Wayne D.  Dundee_Mack  Reynolds_E.W.  Hornung_Peter  Cannon_Hugh B.  Cave_Gary  Lovisi_Curt  Hamlin_Don  James_C.J.  Henderson_C. William  Harrison_Morris  Cooper_Michael A.  Black_Gerald  Tollesfrud_Jim  Knapp_Edgar  Wallace_Geoffrey  Vace_Ric  Hasse_Ken  Lewis_Everett M.  Webber_George William  Rae_Costa  Carousso_Maurice  Level_Ellis Parker  Butler_Joseph Lincoln  Steffens_Henry S.  Whitehead_Headon  Hill_  Unknown Author_W. Ryerson  Johnson_Joyce  Kilmer_W. Stephen  Gilbert_Allan  Beck_Ferenc  Molnár_Robert C.  Dennis_J. Lane  Linklater_E. Hoffmann  Price_G.T.  Fleming-Roberts_David  Nowinson_R. Van  Taylor_Ernest C.  Amaral_William  Brandon_William  Hellman_Robert Sidney  Bowen_Hapsburg  Liebe_Larry  Allan_Justin  Case_Rufus  Bakalor_Andrew  Fell_Francis K. Allan_Johanas L.  Bouma_D.L.  Champion_Carey  Barnett_Ernest  Leong_Dane  Gregory_Edwin  Baird_Lix  Agrabee_Ralph  Powers_Grover  Brinkman_Herbert L.  McNary_Wayne A.  Harold_John P.  Foran_Cyril  Plunkett_Morgan  Talbot_Robert  Petyo_I.R.  Austin_Jack  Dolphin_Francis  Chase, Jr._Dana  McGuire_Colby  Quinn_John  Bender_Joseph  Shallit_Carl  Hughes_M. R. James_Charles  Dickens_Edith  Nesbit_Walter  Scott_Oscar  Wilde_Wilkie  Collins_Joseph Sheridan  Le Fanu_Robert Louis Stevenson_William Makepeace  Thackeray_Mary Elizabeth  Braddon_Elizabeth  Gaskell_Perceval  Landon_Richard Harris  Barham_Amelia B.  Edwards_R. S. Hawker_John  Lang_Howard  Pease_Rudyard  Kipling_H. G. Wells_Honoré de  Balzac_Ivan  Turgenev_Nikolai  Gogol_Jean  Lorrain_E. T. A. Hoffmann_Hans Christian  Andersen_Vernon  Lee_Joseph von  Eichendorff_Auguste Comte de Villiers de l'Isle-Adam_Nikolai (N.S.)  Leskov_Jan  Potocki_Philarète  Chasles_Gérard de  Nerval_Théophile  Gautier_Prosper  Mérimée_Bram  Stoker_Stephen  King_Agatha  Christie_H. P. Lovecraft_Louisa May Alcott_Isaac  Asimov_Edgar Rice  Burroughs_Robert A.  Heinlein_Dorothy L. Sayers_Mary  Shelley_Jules  Verne_William  Gibson_Harlan  Ellison_Clive  Barker_Tanith  Lee_Octavia E.  Butler_Samuel R.  Delany_Dashiell  Hammett_Raymond  Chandler_Catherine Lucille (C.L.)  Moore_Ian  Fleming_Rosamunde  Pilcher_Louis  L'Amour_Marcia  Muller_Mary Roberts  Rinehart_Walter  Mosley_Tony  Hillerman_Janet  Dailey_Rafael  Sabatini_Baroness  Orczy_H. Rider  Haggard_Jayne Ann  Krentz_Horace  Walpole_Kathleen E.  Woodiwiss_Zane  Grey_Ray B.  Browne_John G.  Cawelti_Arthur Asa  Berger_Linda Barlow  Krentz_Gail  Landsman_Ernest  Mandel_Jane  Tompkins_Lawrence  Block_Sharyn  McCrumb_Joe  Gores_Mary Higgins  Clark_Evan  Hunter_Carolyn  Wheat_Edward D.  Hoch_Fredric  Brown_Reginald  Hill_Stuart M.  Kaminsky_Mat  Coward_Doug  Allyn_Ian  Rankin_Stanley  Ellin_Clark  Howard_Jack  Ritchie_Susan  Glaspell_William  Bankier_John  Russell_Robert  Turner_Shirley  Jackson_Algernon  Blackwood_Arthur  Machen_W. W. Jacobs_Oliver  Onions_D. H. Lawrence_Alexander  Pushkin_James  Hogg_Hugh  Walpole_Edward  Bulwer-Lytton_Violet  Hunt_Claude  Askew_Alice  Askew",The murder of an old man is revealed by the continuing beating of his heart.Originally published in Pioneer_ January 1843_ and Dollar Newspaper_ 25 January 1843.
Annabel Lee,Poetry_Verse_Love_Grief_Edgar Allan  Poe_Rudyard  Kipling_George Gordon  Byron_John  Keats_Algernon Charles  Swinburne_Matthew  Arnold_Robert  Browning_Robert  Burns_John Kendrick  Bangs_George  MacDonald_Charles  Kingsley_John  Bennett_Edwin  Markham_Dinah Maria Mulock  Craik_  Unknown Author_Henry  Van Dyke_Karle Wilson  Baker_Mary Carolyn  Davies_Robert W.  Service_Gerald  Griffin_Robert  Herrick_Richard  Lovelace_William  Cowper_Leigh  Hunt_Percy Bysshe  Shelley_Elizabeth Barrett  Browning_Ernest  Dowson_James Whitcomb  Riley_James Norman  Hall_George H.  Miles_Adelaide  Love_Thomas  Moore_Sady  Morgan_Blanche Shoemaker  Wagstaff_Ella Wheeler  Wilcox_John White  Chadwick_Grace Stricker  Dawson_Laurence  Hope_May Riley  Smith_Lena  Lathrop_Carol  Haynes_Captain Cyril Morton  Thorne_Roy  Croft_Ellen M. Huntington  Gates_Sydney King  Russell_Strickland  Gillilan_Charles  Jefferys_Henry  Alford_Sir Edwin  Arnold_Francis W.  Bourdillon_Calder  Campbell_Alice  Cary_Thomas Stephens  Collier_David  Cory_Josephine Slocum  Hunt_Arthur  Gillom_E.O.  Laughlin_John  Moultrie_Mrs. David  Porter_Adelaide Anne  Procter_Nan Terrell  Reed_Friedrich  Rückert_Florence  Smith_Charles Hanson  Towne_Mary Ashley  Townsend_H.D.L.  Webster_Ivan Leonard  Wright_Kid  Kazanova_Berton  Braley_Joseph  Parry_Margaret E.  Sangster_Barbara  Young_Anne Laetitia  Barbauld_Angela  Morgan_Eliza  Cook_Priscilla  Leonard_Charles  Bancroft_William Ernest  Henley_Dorothea  Day_John  Oxenham_Theodosia  Garrison_Martha Haskell  Clark_A.L.  Frink_David  Morton_Wenonah Stevens Abbott_Moslih Eddin  Saadi_John William  Burgon_John  Burroughs_Phoebe  Cary_Bartholomew  Dowling_Louise  Driscoll_Joseph  Jefferson_Rosa Zagnoni  Marinoni_J.L.  McCreery_Edward Rowland  Sill_Edgar A.  Guest_Edward Hersey  Richards_George B.  Wallis_Henry T.  Stanton_Friedrich von  Logau_Byron Rufus  Newton_Julia A.  Fletcher_Charles  Mackay_Yolande  Langworthy_William  Knox_Samuel Alroy  Jonas_Wilbur D.  Nesbit_Ellen S.  Hooper_Anna Jane  Vardhill_Robert  Morris_Glen  Allen_Charles B.  Lawlor_James W.  Blake_Sarah  Williams_Mary Brent  Whiteside_Louisa Carroll  Thomas_R.G.  Wells_Felicia  Blake_Caroline  Norton_Leila  Usher_Henry Dwight  Sedgewick_Margaret  Sherwood_Leontine  Stanfield_Pat  O'Cotter_W. Dayton  Wedgefarth_Hally Carrington  Brent_Josephine Preston  Peabody_Edmund Vance  Cooke_George Washington  Doane_Frank H.  Seldon_Lewis  Carroll_William  Shakespeare_John  Milton_Emily  Dickinson_Emily  Brontë_William  Blake_T. S. Eliot_D. H. Lawrence_Christopher  Marlowe_Sylvia  Plath_Walter  Scott_Jonathan  Swift_Alfred  Tennyson_Dylan  Thomas_Walt  Whitman_Oscar  Wilde_William  Wordsworth_William Butler  Yeats_Thomas  Hardy_Robert Louis Stevenson_E.E.  Cummings_Geoffrey  Chaucer_Ezra  Pound_Oliver  Goldsmith_W.H.  Auden_Edgar Lee  Masters_A.E.  Housman_Alexander  Pope_John  Dryden_Samuel Taylor  Coleridge_Hart  Crane_John  Donne_John Greenleaf  Whittier_Edwin Arlington  Robinson_Henry Wadsworth  Longfellow_Gerard Manley  Hopkins_Edmund  Spenser_Randall  Jarrell_Marianne  Moore_Wallace  Stevens_Vachel  Lindsay_John  Masefield_Walter  de la Mare_Christina  Rossetti_Dante Gabriel  Rossetti_Gwendolyn  Brooks_Langston  Hughes_Robert  Frost_Carl  Sandburg_Edward  Lear_Arthur Hugh  Clough_Robinson  Jeffers_William Carlos  Williams_Archibald  MacLeish_Richard  Wilbur_Theodore  Roethke_William  Allingham_Samuel  Johnson_Ben  Jonson_Richard  Eberhart_Thomas  Hood_Stevie  Smith_Clement C.  Moore_Louis  MacNeice_Allen  Tate_John  Skelton_Sir Thomas  Wyatt_Walter  Raleigh_Sir Philip  Sydney_George  Peele_Robert  Southwell_Samuel  Daniel_Michael  Drayton_Thomas  Campion_Thomas  Nashe_Chidiock  Tichborne_Sir Henry  Wotton_John  Webster_William  Browne_Henry  King_George  Herbert_Thomas  Carew_Sir William  Davenant_Edmund  Waller_Sir John  Suckling_Anne  Bradstreet_Andrew  Marvell_Henry  Vaughan_Edward  Taylor_Thomas  Gray_William  Collins_Philip  Freneau_Robert  Southey_Walter Savage  Landor_Thomas  Campbell_Charles  Wolfe_John  Clare_William Cullen  Bryant_Thomas Lovell  Beddoes_Ralph Waldo  Emerson_Oliver Wendell  Holmes_Julia Ward  Howe_George  Meredith_Sir William Schwenck  Gilbert_Robert  Bridges_Eugene  Field_Francis  Thompson_Gelett  Burgess_William Henry  Davies_Edward  Thomas_Rupert  Brooke_Dame Edith  Sitwell_John Crowe  Ransom_Claude  McKay_Isaac  Rosenberg_Wilfred  Owen_Stephen  Spender_Elizabeth  Bishop_Robert  Hayden_Henry  Reed_Robert  Lowell_Philip  Larkin_Allen  Ginsberg,"A young man's lament for his departed lover_ Annabel Lee.
First published as part of Poe's obituary in New York Daily Tribune_ 9 October 1849 (followed by several nationwide obituary reprints throughout October and November);Published in Southern Literary Messenger November 1849;First authorized publication in Sartain's Union Magazine_ January 1850."
The Conqueror Worm,Poetry_Verse_Edgar Allan  Poe,""
